ID,Название трека,ID альбома,ID жанра,Длительность,Размер,Стоимость,исполнитель
2754,O Descobridor Dos Sete Mares,222,7,262974,8749583,"113,00",Tim Maia
2755,AtГ© Que Enfim Encontrei VocГЄ,222,7,105064,3477751,"167,00",Tim Maia
2756,CoronГ© Antonio Bento,222,7,131317,4340326,"106,00",Tim Maia
2757,New Love,222,7,237897,7786824,"103,00",Tim Maia
2758,NГЈo Vou Ficar,222,7,172068,5642919,"167,00",Tim Maia
2759,MГєsica No Ar,222,7,158511,5184891,"103,00",Tim Maia
2760,Salve Nossa Senhora,222,7,115461,3827629,"124,00",Tim Maia
2761,VocГЄ Fugiu,222,7,238367,7971147,"161,00",Tim Maia
2762,Cristina NВє 2,222,7,90148,2978589,"93,00",Tim Maia
2763,Compadre,222,7,171389,5631446,"199,00",Tim Maia
2764,Over Again,222,7,200489,6612634,"140,00",Tim Maia
2765,RГ©u Confesso,222,7,217391,7189874,"137,00",Tim Maia
2766,O Que Me Importa,223,7,153155,4977852,"156,00",Tim Maia
2767,Gostava Tanto De VocГЄ,223,7,253805,8380077,"153,00",Tim Maia
2768,VocГЄ,223,7,242599,7911702,"62,00",Tim Maia
2769,NГЈo Quero Dinheiro,223,7,152607,5031797,"97,00",Tim Maia
2770,Eu Amo VocГЄ,223,7,242782,7914628,"151,00",Tim Maia
2771,A Festa Do Santo Reis,223,7,159791,5204995,"69,00",Tim Maia
2772,I Don't Know What To Do With Myself,223,7,221387,7251478,"199,00",Tim Maia
2773,Padre CГ­cero,223,7,139598,4581685,"195,00",Tim Maia
2774,Nosso Adeus,223,7,206471,6793270,"59,00",Tim Maia
2775,CanГЎrio Do Reino,223,7,139337,4552858,"119,00",Tim Maia
2776,Preciso Ser Amado,223,7,174001,5618895,"173,00",Tim Maia
2777,BalanГ§o,223,7,209737,6890327,"153,00",Tim Maia
2778,Preciso Aprender A Ser SГі,223,7,162220,5213894,"126,00",Tim Maia
2779,Esta Г‰ A CanГ§ГЈo,223,7,184450,6069933,"179,00",Tim Maia
2780,Formigueiro,223,7,252943,8455132,"169,00",Tim Maia
2781,Comida,224,4,322612,10786578,"71,00",TitГЈs
2782,Go Back,224,4,230504,7668899,"117,00",TitГЈs
2783,PrГЎ Dizer Adeus,224,4,222484,7382048,"120,00",TitГЈs
2784,FamГ­lia,224,4,218331,7267458,"57,00",TitГЈs
2785,Os Cegos Do Castelo,224,4,296829,9868187,"53,00",TitГЈs
2786,O Pulso,224,4,199131,6566998,"75,00",TitГЈs
2787,Marvin,224,4,264359,8741444,"145,00",TitГЈs
2788,Nem 5 Minutos Guardados,224,4,245995,8143797,"95,00",TitГЈs
2789,Flores,224,4,215510,7148017,"136,00",TitГЈs
2790,Palavras,224,4,158458,5285715,"98,00",TitГЈs
2791,HereditГЎrio,224,4,151693,5020547,"176,00",TitГЈs
2792,A Melhor Forma,224,4,191503,6349938,"144,00",TitГЈs
2793,CabeГ§a Dinossauro,224,4,37120,1220930,"84,00",TitГЈs
2794,32 Dentes,224,4,184946,6157904,"113,00",TitГЈs
2795,Bichos Escrotos (Vinheta),224,4,104986,3503755,"170,00",TitГЈs
2796,NГЈo Vou Lutar,224,4,189988,6308613,"100,00",TitГЈs
2797,Homem Primata (Vinheta),224,4,34168,1124909,"188,00",TitГЈs
2798,Homem Primata,224,4,195500,6486470,"160,00",TitГЈs
2799,PolГ­cia (Vinheta),224,4,56111,1824213,"67,00",TitГЈs
2800,Querem Meu Sangue,224,4,212401,7069773,"147,00",TitГЈs
2801,DiversГЈo,224,4,285936,9531268,"100,00",TitГЈs
2802,TelevisГЈo,224,4,293668,9776548,"157,00",TitГЈs
2803,Sonifera Ilha,225,4,170684,5678290,"166,00",TitГЈs
2804,Lugar Nenhum,225,4,195840,6472780,"80,00",TitГЈs
2805,Sua Impossivel Chance,225,4,246622,8073248,"85,00",TitГЈs
2806,Desordem,225,4,213289,7067340,"97,00",TitГЈs
2807,NГЈo Vou Me Adaptar,225,4,221831,7304656,"186,00",TitГЈs
2808,Domingo,225,4,208613,6883180,"88,00",TitГЈs
2809,AmanhГЈ NГЈo Se Sabe,225,4,189440,6243967,"176,00",TitГЈs
2810,Caras Como Eu,225,4,183092,5999048,"131,00",TitГЈs
2811,Senhora E Senhor,225,4,203702,6733733,"193,00",TitГЈs
2812,Era Uma Vez,225,4,224261,7453156,"176,00",TitГЈs
2813,MisГ©ria,225,4,262191,8727645,"141,00",TitГЈs
2814,InsensГ­vel,225,4,207830,6893664,"55,00",TitГЈs
2815,Eu E Ela,225,4,276035,9138846,"175,00",TitГЈs
2816,Toda Cor,225,4,209084,6939176,"197,00",TitГЈs
2817,Г‰ Preciso Saber Viver,225,4,251115,8271418,"119,00",TitГЈs
2818,Senhor Delegado/Eu NГЈo Aguento,225,4,156656,5277983,"53,00",TitГЈs
2819,Battlestar Galactica: The Story So Far,226,18,2622250,490750393,"142,00",Battlestar Galactica
2820,Occupation / Precipice,227,19,5286953,1054423946,"148,00",Battlestar Galactica
2821,"Exodus, Pt. 1",227,19,2621708,475079441,"140,00",Battlestar Galactica
2822,"Exodus, Pt. 2",227,19,2618000,466820021,"147,00",Battlestar Galactica
2823,Collaborators,227,19,2626626,483484911,"79,00",Battlestar Galactica
2824,Torn,227,19,2631291,495262585,"93,00",Battlestar Galactica
2825,A Measure of Salvation,227,18,2563938,489715554,"119,00",Battlestar Galactica
2826,Hero,227,18,2713755,506896959,"63,00",Battlestar Galactica
2827,Unfinished Business,227,18,2622038,528499160,"196,00",Battlestar Galactica
2828,The Passage,227,18,2623875,490375760,"174,00",Battlestar Galactica
2829,The Eye of Jupiter,227,18,2618750,517909587,"114,00",Battlestar Galactica
2830,Rapture,227,18,2624541,508406153,"61,00",Battlestar Galactica
2831,Taking a Break from All Your Worries,227,18,2624207,492700163,"70,00",Battlestar Galactica
2832,The Woman King,227,18,2626376,552893447,"106,00",Battlestar Galactica
2833,A Day In the Life,227,18,2620245,462818231,"148,00",Battlestar Galactica
2834,Dirty Hands,227,18,2627961,537648614,"176,00",Battlestar Galactica
2835,Maelstrom,227,18,2622372,514154275,"69,00",Battlestar Galactica
2836,The Son Also Rises,227,18,2621830,499258498,"164,00",Battlestar Galactica
2837,"Crossroads, Pt. 1",227,20,2622622,486233524,"174,00",Battlestar Galactica
2838,"Crossroads, Pt. 2",227,20,2869953,497335706,"88,00",Battlestar Galactica
2839,Genesis,228,19,2611986,515671080,"178,00",Heroes
2840,Don't Look Back,228,21,2571154,493628775,"96,00",Heroes
2841,One Giant Leap,228,21,2607649,521616246,"94,00",Heroes
2842,Collision,228,21,2605480,526182322,"174,00",Heroes
2843,Hiros,228,21,2533575,488835454,"156,00",Heroes
2844,Better Halves,228,21,2573031,549353481,"142,00",Heroes
2845,Nothing to Hide,228,19,2605647,510058181,"87,00",Heroes
2846,Seven Minutes to Midnight,228,21,2613988,515590682,"117,00",Heroes
2847,Homecoming,228,21,2601351,516015339,"73,00",Heroes
2848,Six Months Ago,228,19,2602852,505133869,"197,00",Heroes
2849,Fallout,228,21,2594761,501145440,"84,00",Heroes
2850,The Fix,228,21,2600266,507026323,"185,00",Heroes
2851,Distractions,228,21,2590382,537111289,"109,00",Heroes
2852,Run!,228,21,2602602,542936677,"167,00",Heroes
2853,Unexpected,228,21,2598139,511777758,"165,00",Heroes
2854,Company Man,228,21,2601226,493168135,"183,00",Heroes
2855,Company Man,228,21,2601101,503786316,"71,00",Heroes
2856,Parasite,228,21,2602727,487461520,"147,00",Heroes
2857,A Tale of Two Cities,229,19,2636970,513691652,"157,00",Lost
2858,"Lost (Pilot, Part 1) [Premiere]",230,19,2548875,217124866,"81,00",Lost
2859,"Man of Science, Man of Faith (Premiere)",231,19,2612250,543342028,"128,00",Lost
2860,Adrift,231,19,2564958,502663995,"176,00",Lost
2861,"Lost (Pilot, Part 2)",230,19,2436583,204995876,"103,00",Lost
2862,The Glass Ballerina,229,21,2637458,535729216,"166,00",Lost
2863,Further Instructions,229,19,2563980,502041019,"195,00",Lost
2864,Orientation,231,19,2609083,500600434,"129,00",Lost
2865,Tabula Rasa,230,19,2627105,210526410,"119,00",Lost
2866,Every Man for Himself,229,21,2637387,513803546,"88,00",Lost
2867,Everybody Hates Hugo,231,19,2609192,498163145,"180,00",Lost
2868,Walkabout,230,19,2587370,207748198,"111,00",Lost
2869,...And Found,231,19,2563833,500330548,"195,00",Lost
2870,The Cost of Living,229,19,2637500,505647192,"91,00",Lost
2871,White Rabbit,230,19,2571965,201654606,"85,00",Lost
2872,Abandoned,231,19,2587041,537348711,"132,00",Lost
2873,House of the Rising Sun,230,19,2590032,210379525,"191,00",Lost
2874,I Do,229,19,2627791,504676825,"110,00",Lost
2875,Not In Portland,229,21,2637303,499061234,"131,00",Lost
2876,Not In Portland,229,21,2637345,510546847,"78,00",Lost
2877,The Moth,230,19,2631327,228896396,"120,00",Lost
2878,The Other 48 Days,231,19,2610625,535256753,"168,00",Lost
2879,Collision,231,19,2564916,475656544,"140,00",Lost
2880,Confidence Man,230,19,2615244,223756475,"188,00",Lost
2881,Flashes Before Your Eyes,229,21,2636636,537760755,"51,00",Lost
2882,Lost Survival Guide,229,21,2632590,486675063,"74,00",Lost
2883,Solitary,230,19,2612894,207045178,"161,00",Lost
2884,What Kate Did,231,19,2610250,484583988,"78,00",Lost
2885,Raised By Another,230,19,2590459,223623810,"161,00",Lost
2886,Stranger In a Strange Land,229,21,2636428,505056021,"64,00",Lost
2887,The 23rd Psalm,231,19,2610416,487401604,"171,00",Lost
2888,All the Best Cowboys Have Daddy Issues,230,19,2555492,211743651,"103,00",Lost
2889,The Hunting Party,231,21,2611333,520350364,"151,00",Lost
2890,Tricia Tanaka Is Dead,229,21,2635010,548197162,"172,00",Lost
2891,Enter 77,229,21,2629796,517521422,"70,00",Lost
2892,Fire + Water,231,21,2600333,488458695,"171,00",Lost
2893,Whatever the Case May Be,230,19,2616410,183867185,"83,00",Lost
2894,Hearts and Minds,230,19,2619462,207607466,"197,00",Lost
2895,Par Avion,229,21,2629879,517079642,"104,00",Lost
2896,The Long Con,231,19,2679583,518376636,"194,00",Lost
2897,One of Them,231,21,2698791,542332389,"92,00",Lost
2898,Special,230,19,2618530,219961967,"119,00",Lost
2899,The Man from Tallahassee,229,21,2637637,550893556,"184,00",Lost
2900,ExposГ©,229,21,2593760,511338017,"77,00",Lost
2901,Homecoming,230,19,2515882,210675221,"165,00",Lost
2902,Maternity Leave,231,21,2780416,555244214,"190,00",Lost
2903,Left Behind,229,21,2635343,538491964,"88,00",Lost
2904,Outlaws,230,19,2619887,206500939,"104,00",Lost
2905,The Whole Truth,231,21,2610125,495487014,"52,00",Lost
2906,...In Translation,230,19,2604575,215441983,"130,00",Lost
2907,Lockdown,231,21,2610250,543886056,"62,00",Lost
2908,One of Us,229,21,2638096,502387276,"177,00",Lost
2909,Catch-22,229,21,2561394,489773399,"191,00",Lost
2910,Dave,231,19,2825166,574325829,"180,00",Lost
2911,Numbers,230,19,2609772,214709143,"118,00",Lost
2912,D.O.C.,229,21,2616032,518556641,"165,00",Lost
2913,Deus Ex Machina,230,19,2582009,214996732,"87,00",Lost
2914,S.O.S.,231,19,2639541,517979269,"113,00",Lost
2915,Do No Harm,230,19,2618487,212039309,"183,00",Lost
2916,Two for the Road,231,21,2610958,502404558,"143,00",Lost
2917,The Greater Good,230,19,2617784,214130273,"197,00",Lost
2918,"""?""",231,19,2782333,528227089,"198,00",Lost
2919,Born to Run,230,19,2618619,213772057,"50,00",Lost
2920,Three Minutes,231,19,2763666,531556853,"145,00",Lost
2921,Exodus (Part 1),230,19,2620747,213107744,"72,00",Lost
2922,"Live Together, Die Alone, Pt. 1",231,21,2478041,457364940,"164,00",Lost
2923,Exodus (Part 2) [Season Finale],230,19,2605557,208667059,"187,00",Lost
2924,"Live Together, Die Alone, Pt. 2",231,19,2656531,503619265,"113,00",Lost
2925,Exodus (Part 3) [Season Finale],230,19,2619869,197937785,"140,00",Lost
2926,Zoo Station,232,1,276349,9056902,"165,00",U2
2927,Even Better Than The Real Thing,232,1,221361,7279392,"133,00",U2
2928,One,232,1,276192,9158892,"78,00",U2
2929,Until The End Of The World,232,1,278700,9132485,"157,00",U2
2930,Who's Gonna Ride Your Wild Horses,232,1,316551,10304369,"180,00",U2
2931,So Cruel,232,1,349492,11527614,"128,00",U2
2932,The Fly,232,1,268982,8825399,"101,00",U2
2933,Mysterious Ways,232,1,243826,8062057,"104,00",U2
2934,Tryin' To Throw Your Arms Around The World,232,1,232463,7612124,"128,00",U2
2935,Ultraviolet (Light My Way),232,1,330788,10754631,"159,00",U2
2936,Acrobat,232,1,270288,8824723,"145,00",U2
2937,Love Is Blindness,232,1,263497,8531766,"162,00",U2
2938,Beautiful Day,233,1,248163,8056723,"196,00",U2
2939,Stuck In A Moment You Can't Get Out Of,233,1,272378,8997366,"112,00",U2
2940,Elevation,233,1,227552,7479414,"119,00",U2
2941,Walk On,233,1,296280,9800861,"132,00",U2
2942,Kite,233,1,266893,8765761,"158,00",U2
2943,In A Little While,233,1,219271,7189647,"52,00",U2
2944,Wild Honey,233,1,226768,7466069,"111,00",U2
2945,Peace On Earth,233,1,288496,9476171,"72,00",U2
2946,When I Look At The World,233,1,257776,8500491,"68,00",U2
2947,New York,233,1,330370,10862323,"199,00",U2
2948,Grace,233,1,330657,10877148,"99,00",U2
2949,The Three Sunrises,234,1,234788,7717990,"107,00",U2
2950,Spanish Eyes,234,1,196702,6392710,"104,00",U2
2951,Sweetest Thing,234,1,185103,6154896,"93,00",U2
2952,Love Comes Tumbling,234,1,282671,9328802,"133,00",U2
2953,Bass Trap,234,1,213289,6834107,"147,00",U2
2954,Dancing Barefoot,234,1,287895,9488294,"142,00",U2
2955,Everlasting Love,234,1,202631,6708932,"67,00",U2
2956,Unchained Melody,234,1,294164,9597568,"110,00",U2
2957,Walk To The Water,234,1,289253,9523336,"88,00",U2
2958,Luminous Times (Hold On To Love),234,1,277760,9015513,"60,00",U2
2959,Hallelujah Here She Comes,234,1,242364,8027028,"196,00",U2
2960,Silver And Gold,234,1,279875,9199746,"71,00",U2
2961,Endless Deep,234,1,179879,5899070,"68,00",U2
2962,A Room At The Heartbreak Hotel,234,1,274546,9015416,"150,00",U2
2963,"Trash, Trampoline And The Party Girl",234,1,153965,5083523,"70,00",U2
2964,Vertigo,235,1,194612,6329502,"197,00",U2
2965,Miracle Drug,235,1,239124,7760916,"197,00",U2
2966,Sometimes You Can't Make It On Your Own,235,1,308976,10112863,"155,00",U2
2967,Love And Peace Or Else,235,1,290690,9476723,"87,00",U2
2968,City Of Blinding Lights,235,1,347951,11432026,"174,00",U2
2969,All Because Of You,235,1,219141,7198014,"60,00",U2
2970,A Man And A Woman,235,1,270132,8938285,"197,00",U2
2971,Crumbs From Your Table,235,1,303568,9892349,"155,00",U2
2972,One Step Closer,235,1,231680,7512912,"123,00",U2
2973,Original Of The Species,235,1,281443,9230041,"125,00",U2
2974,Yahweh,235,1,262034,8636998,"189,00",U2
2975,Discotheque,236,1,319582,10442206,"184,00",U2
2976,Do You Feel Loved,236,1,307539,10122694,"59,00",U2
2977,Mofo,236,1,349178,11583042,"161,00",U2
2978,If God Will Send His Angels,236,1,322533,10563329,"178,00",U2
2979,Staring At The Sun,236,1,276924,9082838,"57,00",U2
2980,Last Night On Earth,236,1,285753,9401017,"181,00",U2
2981,Gone,236,1,266866,8746301,"66,00",U2
2982,Miami,236,1,293041,9741603,"115,00",U2
2983,The Playboy Mansion,236,1,280555,9274144,"171,00",U2
2984,If You Wear That Velvet Dress,236,1,315167,10227333,"60,00",U2
2985,Please,236,1,302602,9909484,"174,00",U2
2986,Wake Up Dead Man,236,1,292832,9515903,"190,00",U2
2987,Helter Skelter,237,1,187350,6097636,"90,00",U2
2988,Van Diemen's Land,237,1,186044,5990280,"103,00",U2
2989,Desire,237,1,179226,5874535,"115,00",U2
2990,Hawkmoon 269,237,1,382458,12494987,"164,00",U2
2991,All Along The Watchtower,237,1,264568,8623572,"78,00",U2
2992,I Still Haven't Found What I'm Looking for,237,1,353567,11542247,"72,00",U2
2993,Freedom For My People,237,1,38164,1249764,"141,00",U2
2994,Silver And Gold,237,1,349831,11450194,"186,00",U2
2995,Pride (In The Name Of Love),237,1,267807,8806361,"88,00",U2
2996,Angel Of Harlem,237,1,229276,7498022,"91,00",U2
2997,Love Rescue Me,237,1,384522,12508716,"150,00",U2
2998,When Love Comes To Town,237,1,255869,8340954,"117,00",U2
2999,Heartland,237,1,303360,9867748,"80,00",U2
3000,God Part II,237,1,195604,6497570,"129,00",U2
3001,The Star Spangled Banner,237,1,43232,1385810,"149,00",U2
3002,Bullet The Blue Sky,237,1,337005,10993607,"168,00",U2
3003,All I Want Is You,237,1,390243,12729820,"165,00",U2
3004,Pride (In The Name Of Love),238,1,230243,7549085,"52,00",U2
3005,New Year's Day,238,1,258925,8491818,"122,00",U2
3006,With Or Without You,238,1,299023,9765188,"187,00",U2
3007,I Still Haven't Found What I'm Looking For,238,1,280764,9306737,"178,00",U2
3008,Sunday Bloody Sunday,238,1,282174,9269668,"139,00",U2
3009,Bad,238,1,351817,11628058,"179,00",U2
3010,Where The Streets Have No Name,238,1,276218,9042305,"135,00",U2
3011,I Will Follow,238,1,218253,7184825,"77,00",U2
3012,The Unforgettable Fire,238,1,295183,9684664,"74,00",U2
3013,Sweetest Thing,238,1,183066,6071385,"122,00",U2
3014,Desire,238,1,179853,5893206,"149,00",U2
3015,When Love Comes To Town,238,1,258194,8479525,"184,00",U2
3016,Angel Of Harlem,238,1,230217,7527339,"183,00",U2
3017,All I Want Is You,238,1,591986,19202252,"67,00",U2
3018,Sunday Bloody Sunday,239,1,278204,9140849,"88,00",U2
3019,Seconds,239,1,191582,6352121,"97,00",U2
3020,New Year's Day,239,1,336274,11054732,"146,00",U2
3021,Like A Song...,239,1,287294,9365379,"115,00",U2
3022,Drowning Man,239,1,254458,8457066,"102,00",U2
3023,The Refugee,239,1,221283,7374043,"57,00",U2
3024,Two Hearts Beat As One,239,1,243487,7998323,"81,00",U2
3025,Red Light,239,1,225854,7453704,"119,00",U2
3026,Surrender,239,1,333505,11221406,"169,00",U2
3027,"""40""",239,1,157962,5251767,"69,00",U2
3028,Zooropa,240,1,392359,12807979,"147,00",U2
3029,Babyface,240,1,241998,7942573,"200,00",U2
3030,Numb,240,1,260284,8577861,"153,00",U2
3031,Lemon,240,1,418324,13988878,"89,00",U2
3032,"Stay (Faraway, So Close!)",240,1,298475,9785480,"78,00",U2
3033,Daddy's Gonna Pay For Your Crashed Car,240,1,320287,10609581,"113,00",U2
3034,Some Days Are Better Than Others,240,1,257436,8417690,"136,00",U2
3035,The First Time,240,1,225697,7247651,"150,00",U2
3036,Dirty Day,240,1,324440,10652877,"71,00",U2
3037,The Wanderer,240,1,283951,9258717,"66,00",U2
3038,Breakfast In Bed,241,8,196179,6513325,"110,00",UB40
3039,Where Did I Go Wrong,241,8,226742,7485054,"143,00",UB40
3040,I Would Do For You,241,8,334524,11193602,"184,00",UB40
3041,Homely Girl,241,8,203833,6790788,"126,00",UB40
3042,Here I Am (Come And Take Me),241,8,242102,8106249,"85,00",UB40
3043,Kingston Town,241,8,226951,7638236,"174,00",UB40
3044,Wear You To The Ball,241,8,213342,7159527,"132,00",UB40
3045,(I Can't Help) Falling In Love With You,241,8,207568,6905623,"183,00",UB40
3046,Higher Ground,241,8,260179,8665244,"159,00",UB40
3047,Bring Me Your Cup,241,8,341498,11346114,"193,00",UB40
3048,C'est La Vie,241,8,270053,9031661,"85,00",UB40
3049,Reggae Music,241,8,245106,8203931,"68,00",UB40
3050,Superstition,241,8,319582,10728099,"137,00",UB40
3051,Until My Dying Day,241,8,235807,7886195,"68,00",UB40
3052,Where Have All The Good Times Gone?,242,1,186723,6063937,"197,00",Van Halen
3053,Hang 'Em High,242,1,210259,6872314,"55,00",Van Halen
3054,Cathedral,242,1,82860,2650998,"160,00",Van Halen
3055,Secrets,242,1,206968,6803255,"136,00",Van Halen
3056,Intruder,242,1,100153,3282142,"159,00",Van Halen
3057,(Oh) Pretty Woman,242,1,174680,5665828,"78,00",Van Halen
3058,Dancing In The Street,242,1,225985,7461499,"104,00",Van Halen
3059,Little Guitars (Intro),242,1,42240,1439530,"175,00",Van Halen
3060,Little Guitars,242,1,228806,7453043,"135,00",Van Halen
3061,Big Bad Bill (Is Sweet William Now),242,1,165146,5489609,"81,00",Van Halen
3062,The Full Bug,242,1,201116,6551013,"188,00",Van Halen
3063,Happy Trails,242,1,65488,2111141,"136,00",Van Halen
3064,Eruption,243,1,102164,3272891,"67,00",Van Halen
3065,Ain't Talkin' 'bout Love,243,1,228336,7569506,"193,00",Van Halen
3066,Runnin' With The Devil,243,1,215902,7061901,"146,00",Van Halen
3067,Dance the Night Away,243,1,185965,6087433,"101,00",Van Halen
3068,And the Cradle Will Rock...,243,1,213968,7011402,"120,00",Van Halen
3069,Unchained,243,1,208953,6777078,"161,00",Van Halen
3070,Jump,243,1,241711,7911090,"54,00",Van Halen
3071,Panama,243,1,211853,6921784,"160,00",Van Halen
3072,Why Can't This Be Love,243,1,227761,7457655,"66,00",Van Halen
3073,Dreams,243,1,291813,9504119,"136,00",Van Halen
3074,When It's Love,243,1,338991,11049966,"97,00",Van Halen
3075,Poundcake,243,1,321854,10366978,"136,00",Van Halen
3076,Right Now,243,1,321828,10503352,"118,00",Van Halen
3077,Can't Stop Loving You,243,1,248502,8107896,"132,00",Van Halen
3078,Humans Being,243,1,308950,10014683,"162,00",Van Halen
3079,Can't Get This Stuff No More,243,1,315376,10355753,"167,00",Van Halen
3080,Me Wise Magic,243,1,366053,12013467,"177,00",Van Halen
3081,Runnin' With The Devil,244,1,216032,7056863,"165,00",Van Halen
3082,Eruption,244,1,102556,3286026,"98,00",Van Halen
3083,You Really Got Me,244,1,158589,5194092,"77,00",Van Halen
3084,Ain't Talkin' 'Bout Love,244,1,230060,7617284,"132,00",Van Halen
3085,I'm The One,244,1,226507,7373922,"64,00",Van Halen
3086,Jamie's Cryin',244,1,210546,6946086,"183,00",Van Halen
3087,Atomic Punk,244,1,182073,5908861,"95,00",Van Halen
3088,Feel Your Love Tonight,244,1,222850,7293608,"125,00",Van Halen
3089,Little Dreamer,244,1,203258,6648122,"68,00",Van Halen
3090,Ice Cream Man,244,1,200306,6573145,"195,00",Van Halen
3091,On Fire,244,1,180636,5879235,"196,00",Van Halen
3092,Neworld,245,1,105639,3495897,"72,00",Van Halen
3093,Without You,245,1,390295,12619558,"177,00",Van Halen
3094,One I Want,245,1,330788,10743970,"63,00",Van Halen
3095,From Afar,245,1,324414,10524554,"77,00",Van Halen
3096,Dirty Water Dog,245,1,327392,10709202,"175,00",Van Halen
3097,Once,245,1,462837,15378082,"151,00",Van Halen
3098,Fire in the Hole,245,1,331728,10846768,"103,00",Van Halen
3099,Josephina,245,1,342491,11161521,"52,00",Van Halen
3100,Year to the Day,245,1,514612,16621333,"169,00",Van Halen
3101,Primary,245,1,86987,2812555,"121,00",Van Halen
3102,Ballot or the Bullet,245,1,342282,11212955,"189,00",Van Halen
3103,How Many Say I,245,1,363937,11716855,"70,00",Van Halen
3104,Sucker Train Blues,246,1,267859,8738780,"70,00",Velvet Revolver
3105,Do It For The Kids,246,1,235911,7693331,"159,00",Velvet Revolver
3106,Big Machine,246,1,265613,8673442,"65,00",Velvet Revolver
3107,Illegal I Song,246,1,257750,8483347,"197,00",Velvet Revolver
3108,Spectacle,246,1,221701,7252876,"143,00",Velvet Revolver
3109,Fall To Pieces,246,1,270889,8823096,"93,00",Velvet Revolver
3110,Headspace,246,1,223033,7237986,"109,00",Velvet Revolver
3111,Superhuman,246,1,255921,8365328,"91,00",Velvet Revolver
3112,Set Me Free,246,1,247954,8053388,"128,00",Velvet Revolver
3113,You Got No Right,246,1,335412,10991094,"149,00",Velvet Revolver
3114,Slither,246,1,248398,8118785,"67,00",Velvet Revolver
3115,Dirty Little Thing,246,1,237844,7732982,"194,00",Velvet Revolver
3116,Loving The Alien,246,1,348786,11412762,"138,00",Velvet Revolver
3117,Pela Luz Dos Olhos Teus,247,7,119196,3905715,"90,00",Vinicius De Moraes
3118,A Bencao E Outros,247,7,421093,14234427,"63,00",Vinicius De Moraes
3119,Tudo Na Mais Santa Paz,247,7,222406,7426757,"152,00",Vinicius De Moraes
3120,O Velho E Aflor,247,7,275121,9126828,"199,00",Vinicius De Moraes
3121,Cotidiano N 2,247,7,55902,1805797,"103,00",Vinicius De Moraes
3122,Adeus,247,7,221884,7259351,"156,00",Vinicius De Moraes
3123,Samba Pra Endrigo,247,7,259265,8823551,"65,00",Vinicius De Moraes
3124,So Por Amor,247,7,236591,7745764,"83,00",Vinicius De Moraes
3125,Meu Pranto Rolou,247,7,181760,6003345,"167,00",Vinicius De Moraes
3126,Mulher Carioca,247,7,191686,6395048,"105,00",Vinicius De Moraes
3127,Um Homem Chamado Alfredo,247,7,151640,4976227,"161,00",Vinicius De Moraes
3128,Samba Do Jato,247,7,220813,7357840,"110,00",Vinicius De Moraes
3129,"Oi, La",247,7,167053,5562700,"192,00",Vinicius De Moraes
3130,"Vinicius, Poeta Do Encontro",247,7,336431,10858776,"141,00",Vinicius De Moraes
3131,Soneto Da Separacao,247,7,193880,6277511,"145,00",Vinicius De Moraes
3132,Still Of The Night,141,3,398210,13043817,"103,00",Lenny Kravitz
3133,Here I Go Again,141,3,233874,7652473,"198,00",Lenny Kravitz
3134,Is This Love,141,3,283924,9262360,"63,00",Lenny Kravitz
3135,Love Ain't No Stranger,141,3,259395,8490428,"55,00",Lenny Kravitz
3136,Looking For Love,141,3,391941,12769847,"73,00",Lenny Kravitz
3137,Now You're Gone,141,3,251141,8162193,"150,00",Lenny Kravitz
3138,Slide It In,141,3,202475,6615152,"62,00",Lenny Kravitz
3139,Slow An' Easy,141,3,367255,11961332,"129,00",Lenny Kravitz
3140,Judgement Day,141,3,317074,10326997,"198,00",Lenny Kravitz
3141,You're Gonna Break My Hart Again,141,3,250853,8176847,"156,00",Lenny Kravitz
3142,The Deeper The Love,141,3,262791,8606504,"102,00",Lenny Kravitz
3143,Crying In The Rain,141,3,337005,10931921,"128,00",Lenny Kravitz
3144,Fool For Your Loving,141,3,250801,8129820,"82,00",Lenny Kravitz
3145,Sweet Lady Luck,141,3,273737,8919163,"56,00",Lenny Kravitz
3146,Faixa Amarela,248,7,240692,8082036,"196,00",Zeca Pagodinho
3147,Posso AtГ© Me Apaixonar,248,7,200698,6735526,"157,00",Zeca Pagodinho
3148,NГЈo Sou Mais Disso,248,7,225985,7613817,"79,00",Zeca Pagodinho
3149,Vivo Isolado Do Mundo,248,7,180035,6073995,"52,00",Zeca Pagodinho
3150,CoraГ§ГЈo Em Desalinho,248,7,185208,6225948,"159,00",Zeca Pagodinho
3151,Seu BalancГЄ,248,7,219454,7311219,"190,00",Zeca Pagodinho
3152,Vai Adiar,248,7,270393,9134882,"129,00",Zeca Pagodinho
3153,Rugas,248,7,140930,4703182,"55,00",Zeca Pagodinho
3154,Feirinha da Pavuna/Luz do Repente/BagaГ§o da Laranja,248,7,107206,3593684,"119,00",Zeca Pagodinho
3155,Sem Essa de Malandro Agulha,248,7,158484,5332668,"119,00",Zeca Pagodinho
3156,Chico NГЈo Vai na Corimba,248,7,269374,9122188,"189,00",Zeca Pagodinho
3157,Papel Principal,248,7,217495,7325302,"145,00",Zeca Pagodinho
3158,Saudade Louca,248,7,243591,8136475,"110,00",Zeca Pagodinho
3159,CamarГЈo que Dorme e Onda Leva,248,7,299102,10012231,"159,00",Zeca Pagodinho
3160,Sapopemba e Maxambomba,248,7,245394,8268712,"155,00",Zeca Pagodinho
3161,Minha FГ©,248,7,206994,6981474,"176,00",Zeca Pagodinho
